headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
transmission,NOUN,B2,,,
transmit,VERB,B2,,,
transparent,ADJ,B2,,,
transport,VERB,B2,,,
traverse,NOUN,B2,,,
tray,NOUN,B2,,,
tread,VERB,B2,,,
treat,VERB,B2,,,
treaty,NOUN,B2,"News, lifestyles and current affairs",,
trek,NOUN,B2,,,"Free time, entertainment"
tremendously,ADV,B2,,,
tremor,NOUN,B2,,,
trial,NOUN,B2,,,
triangle,NOUN,B2,,,
tribe,NOUN,B2,,,
trick,VERB,B2,,,
tricky,ADJ,B2,,,
trio,NOUN,B2,Arts,,"Free time, entertainment"
trip,VERB,B2,,,
trivial,ADJ,B2,,,
trolley,NOUN,B2,,,
troop,NOUN,B2,,,
trophy,NOUN,B2,,,
tropic,ADJ,B2,,,
troublesome,ADJ,B2,,,
trunk,NOUN,B2,,,
trust,NOUN,B2,,,
trusty,ADJ,B2,,,
truthful,ADJ,B2,,,
truthfulness,NOUN,B2,,,
tub,NOUN,B2,,,
tuberculosis,NOUN,B2,Travel and services vocab,,Health and body care
tug,NOUN,B2,,,
tuition,NOUN,B2,Education,,
tulip,NOUN,B2,,,
tumor/tumour,NOUN,B2,Travel and services vocab,,Health and body care
tunnel,NOUN,B2,"Things in the town, shops and shopping",,Travel
turbulent,ADJ,B2,,,
tutor,NOUN,B2,,,Personal identification
twinkle,NOUN,B2,,,
twisted,ADJ,B2,,,
typhoid,NOUN,B2,,,
tyranny,NOUN,B2,"News, lifestyles and current affairs",,
tyrant,NOUN,B2,"News, lifestyles and current affairs",,
ultimate,ADJ,B2,,,
ultimately,ADV,B2,,,
unacceptable,ADJ,B2,,,
unashamedly,ADV,B2,,,
unattractive,ADJ,B2,,,
unauthorized/unauthorised,ADJ,B2,,,
unavailable,ADJ,B2,,,
unaware,ADJ,B2,,,
unbearable,ADJ,B2,,,
unbeatable,ADJ,B2,,,
unchanged,ADJ,B2,,,
uncharacteristic,ADJ,B2,,,
unclearly,ADV,B2,,,
uncomfortably,ADV,B2,,,
uncommon,ADJ,B2,,,
unconcerned,ADJ,B2,,,
unconscious,ADJ,B2,,,
underestimate,VERB,B2,,,
undergraduate,NOUN,B2,Education,,Education
underground,ADJ,B2,,,
underground,ADV,B2,,,
underneath,ADV,B2,,,
undersea,ADJ,B2,,,
understandable,ADJ,B2,,,
understanding,ADJ,B2,,,
understanding,NOUN,B2,,,
undertake,VERB,B2,,,
underwater,ADV,B2,,,
underwear,NOUN,B2,Clothes,,Shopping
undoubtedly,ADV,B2,,,
undreamed,ADJ,B2,,,
undressed,ADJ,B2,,,
unease,NOUN,B2,,,
uneasily,ADV,B2,,,
unenthusiastic,ADJ,B2,,,
uneven,ADJ,B2,,,
unfamiliar,ADJ,B2,,,
unfashionable,ADJ,B2,,,
unforeseen,ADJ,B2,,,
ungodly,ADJ,B2,,,
unhappiness,NOUN,B2,,,
unhelpful,ADJ,B2,,,
unimaginable,ADJ,B2,,,
unimaginably,ADV,B2,,,
united,ADJ,B2,,,
universal,ADJ,B2,,,
unjustly,ADV,B2,,,
unkind,ADJ,B2,,,
unlike,SCONJ,B2,,,
unlimited,ADJ,B2,,,
unload,VERB,B2,,,
unlock,VERB,B2,,,
unmistakable,ADJ,B2,,,
unmistakably,ADV,B2,,,
unnatural,ADJ,B2,,,
unofficial,ADJ,B2,,,
unpopular,ADJ,B2,,,
unrealistic,ADJ,B2,,,
unreasonable,ADJ,B2,,,
unreliable,ADJ,B2,,,
unrest,NOUN,B2,,,
unsafe,ADJ,B2,,,
unsatisfactory,ADJ,B2,,,
unselfish,ADJ,B2,,,
unstoppable,ADJ,B2,,,
unsuccessful,ADJ,B2,,,
unsuitable,ADJ,B2,,,
unsure,ADJ,B2,,,
untalented,ADJ,B2,,,
unthinkably,ADV,B2,,,
untie,VERB,B2,,,
unto,SCONJ,B2,,,
untreated,ADJ,B2,,,
untrimmed,ADJ,B2,,,
unusualness,NOUN,B2,,,
unwilling,ADJ,B2,,,
unwise,ADJ,B2,,,
unworldly,ADJ,B2,,,
upbringing,NOUN,B2,,,
update,NOUN,B2,,,
upgrade,NOUN,B2,,,
upgrade,VERB,B2,,,
upright,ADJ,B2,,,
upright,ADV,B2,,,
upset,VERB,B2,,,
upside down,ADJ,B2,,,
upside down,ADV,B2,,,
urban,ADJ,B2,,,
urge,VERB,B2,,,
urgently,ADV,B2,,,
user,NOUN,B2,,,Personal identification
usher,VERB,B2,,,
utility,NOUN,B2,,,
utilize/utilise,VERB,B2,,,
utter,VERB,B2,,,
utterly,ADV,B2,,,
vacant,ADJ,B2,,,
vaccine,NOUN,B2,Travel and services vocab,,Health and body care
valentine,NOUN,B2,,,
valid,ADJ,B2,,,
value,VERB,B2,,,
vanish,VERB,B2,,,
vanity,NOUN,B2,,,
variation,NOUN,B2,,,
varied,ADJ,B2,,,
venture,NOUN,B2,,,
venue,NOUN,B2,,,Travel
verbal,ADJ,B2,,,
verbally,ADV,B2,,,
verse,NOUN,B2,,,
verse,VERB,B2,,,
version,NOUN,B2,,,
versus,SCONJ,B2,,,
very,ADJ,B2,,,
veteran,NOUN,B2,,,
vibrate,VERB,B2,,,
vibration,NOUN,B2,,,
viewer,NOUN,B2,,,
vigor/vigour,NOUN,B2,,,
vigorous,ADJ,B2,,,
vigorously,ADV,B2,,,
villa,NOUN,B2,Holidays,,"House and home, environment"
villager,NOUN,B2,,,Personal identification
vinegar,NOUN,B2,,,Food and drink
violate,VERB,B2,,,
virtual reality,NOUN,B2,,,
virtually,ADV,B2,,,
virtue,NOUN,B2,,,
visibly,ADV,B2,,,
vital,ADJ,B2,,,
vitamin,NOUN,B2,,,Health and body care
vocalist,NOUN,B2,Work and jobs,Arts,Personal identification
volunteer,NOUN,B2,,,Personal identification
vomit,NOUN,B2,Travel and services vocab,,Health and body care
voter,NOUN,B2,"News, lifestyles and current affairs",,
vow,NOUN,B2,,,
wage,NOUN,B2,Work and jobs,,Daily life
waist,NOUN,B2,,,Health and body care
waistcoat,NOUN,B2,Clothes,,Shopping
wait,NOUN,B2,,,
walkabout,NOUN,B2,,,
walker,NOUN,B2,,,
wallboard,NOUN,B2,,,
walnut,NOUN,B2,,,
want,NOUN,B2,,,
warship,NOUN,B2,"News, lifestyles and current affairs",,
wartime,NOUN,B2,"News, lifestyles and current affairs",,
wasp,NOUN,B2,,,
water,VERB,B2,,,
waterproof,ADJ,B2,,,
weaken,VERB,B2,,,
weakly,ADV,B2,,,
wealthy,ADJ,B2,,,
wearisome,ADJ,B2,,,
weary,ADJ,B2,,,
weave,NOUN,B2,,,
wed,VERB,B2,,,
weed,NOUN,B2,,,
welcome,NOUN,B2,,,
welfare,NOUN,B2,,,Services
well-balanced,ADJ,B2,,,
well-built,ADJ,B2,,,
well-organized/well-organised,ADJ,B2,,,
well-paid,ADJ,B2,,,
western,ADJ,B2,,,
wheat,NOUN,B2,,,Food and drink
whereas,conjunction,B2,,,
whichever,PRON,B2,,,
whip,VERB,B2,,,
whiskey/whisky,NOUN,B2,,,Food and drink
whisper,VERB,B2,,,
whistle,VERB,B2,,,
widen,VERB,B2,,,
widow,NOUN,B2,,,Personal identification
width,NOUN,B2,,,
wilderness,NOUN,B2,,,
will,NOUN,B2,,,
willing,ADJ,B2,,,
willingly,ADV,B2,,,
win,NOUN,B2,,,
wind,VERB,B2,,,
winding,ADJ,B2,,,
windshield,NOUN,B2,Objects and rooms,,"House and home, environment"
wink,NOUN,B2,,,
wipe,VERB,B2,,,
wire,VERB,B2,,,
wit,NOUN,B2,Education,,
withdraw,VERB,B2,,,
withdrawal,NOUN,B2,,,
witness,NOUN,B2,,,
witty,ADJ,B2,,,
wolf,NOUN,B2,,,
wondrous,ADJ,B2,,,
woodcarving,NOUN,B2,Arts,,"Free time, entertainment"
wordlessly,ADV,B2,,,
workaholic,ADJ,B2,,,
workbench,NOUN,B2,Objects and rooms,,"House and home, environment"
workman,NOUN,B2,Work and jobs,,Personal identification
worktable,NOUN,B2,Objects and rooms,,"House and home, environment"
worldly,ADJ,B2,,,
worldview,NOUN,B2,,,
worldwide,ADJ,B2,,,
worm,NOUN,B2,,,
wornout/worn out/worn-out,ADJ,B2,,,
worrying,ADJ,B2,,,
worse,NOUN,B2,,,
worsen,VERB,B2,,,
worship,NOUN,B2,"News, lifestyles and current affairs",,
worst,ADV,B2,,,
worthless,ADJ,B2,,,
wound,VERB,B2,,,
wreck,NOUN,B2,,,
wrongly,ADV,B2,,,
X-ray,NOUN,B2,,,
yacht,NOUN,B2,,,Travel
yawn,NOUN,B2,,,
yawn,VERB,B2,,,
yearn,VERB,B2,,,
yell,VERB,B2,,,
yield,VERB,B2,,,
youthful,ADJ,B2,,,
yummy,ADJ,B2,,,
zebra,NOUN,B2,,,
zip,NOUN,B2,,,
zoom,NOUN,B2,,,
