headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
wizard,ADJ,B1,,,
wonder,NOUN,B1,,,
working,ADJ,B1,,,
workout,NOUN,B1,,,
workplace,NOUN,B1,Work and jobs,,Daily life
workshop,NOUN,B1,"Things in the town, shops and shopping",Work and jobs,Education
worn,ADJ,B1,,,
worst,NOUN,B1,,,
worth,ADJ,B1,,,
worthwhile,ADJ,B1,,,
worthy,ADJ,B1,,,
wound,NOUN,B1,"News, lifestyles and current affairs",,
wrap,NOUN,B1,Clothes,,Shopping
wrap,VERB,B1,,,
wrapping,NOUN,B1,,,
wrist,NOUN,B1,,,Health and body care
wristwatch,NOUN,B1,Clothes,,Shopping
written,ADJ,B1,,,
yell,NOUN,B1,,,
yet,conjunction,B1,,,
yoga,NOUN,B1,Hobbies and pastimes,,"Free time, entertainment"
